Número de expediente,fecha_publicacion,anio_publicacion,mes_publicacion,ambito_geografico,comunidad_autonoma,Tipo de contrato,Tipo de Administración,tipo_organo,Tipo de procedimiento,procedimiento_agrupado,Tramitación,presupuesto_expediente,Presupuesto base sin impuestos oportunidad,Valor estimado del contrato,tramo_presupuesto,duracion_meses,tramo_duracion,tiene_lotes,numero_lotes_dashboard,Resultado licitación/lote,resultado_agrupado,ganador_grupo,gano_gee,decision_licitacion,objeto_normalizado
15/2021,2021-11-01,2021.0,11.0,es24,Aragón,Servicios,Otras Entidades del Sector Público,Gerencia Sanitaria,Abierto simplificado,Abierto simplificado,Ordinaria,2936.1,2936.1,3229.71,< 10.000 €,0.6898817345597897,< 6 meses,False,0,Adjudicado,Adjudicado,Otros,False,,MANTENIMIENTO DE TRES DESFIBRILADORES DESA PARA LA SOCIEDAD MUNICIPAL ZARAGOZA VIVIENDA S L U
2020011516,2021-11-01,2021.0,11.0,es41,Castilla y León,Servicios,Autoridad regional,Hospital,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,29828.07,29828.07,49713.45,25.000 – 50.000 €,36.0,36 – 60 meses,False,0,Adjudicado,Adjudicado,getinge,False,No licita,EL PRESENTE CONTRATO TIENE POR OBJETO LA CONTRATACION DEL MANTENIMIENTO DEL SISTEMA DE TRAZABILIDAD REFERIDO AL INSTRUMENTAL DE LA UNIDAD DE ESTERILIZACION T DOC PLATA PARA EL HOSPITAL CLINICO UNIVERSITARIO DE VALLADOLID MEDIANTE UN CONTRATO DE SERVICIOS
2020012064,2021-11-01,2021.0,11.0,es41,Castilla y León,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,162000.0,162000.0,405000.0,100.000 – 250.000 €,24.0,24 – 36 meses,False,0,Adjudicado,Adjudicado,ge_healthcare,False,No licita,MANTENIMIENTO A TODO RIESGO PREVENTIVO CORRECTIVO Y TECNICO LEGAL DE LA RESONANCIA MAGNETICA INSTALADA EN EL HOSPITAL RIO CARRION DE PALENCIA
2020012107 ( PN 065/2021/3003 ),2021-11-01,2021.0,11.0,es41,Castilla y León,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,11534.41,11534.41,23780.76,10.000 – 25.000 €,0.985545335085414,< 6 meses,True,2,Adjudicado,Adjudicado,Otros,False,No licita,1 VIDEOLAPAROSCOPIO DEL SERVICIO DE UROLOGIA
2021-0-21 (2020011731),2021-11-01,2021.0,11.0,es41,Castilla y León,Servicios,Autoridad regional,Gerencia Sanitaria,Abierto,Abierto,Ordinaria,1652892.55,1652892.55,1983471.06,1 – 5 M€,60.0,60 – 120 meses,False,0,Adjudicado,Adjudicado,siemens,False,No licita,CONTRATACION DEL SERVICIO DE MANTENIMIENTO INTEGRAL A TODO RIESGO DE LOS EQUIPOS ELECTROMEDICOS DE ALTA TECNOLOGIA DE LA MARCA SIEMENS HEALTHINNERS DE LOS HOSPITALES Y CENTROS DEPENDIENTES DEL COMPLEJO ASISTENCIAL UNIVERSITARIO DE SALAMANCA
2021/001186,2021-11-01,2021.0,11.0,es61,Andalucía,Servicios,Autoridad local,Administración Pública,Abierto simplificado,Abierto simplificado,Ordinaria,7700.0,7700.0,15400.0,< 10.000 €,14.0,12 – 24 meses,False,0,Desistimiento,Desistimiento,Otros,False,No licita,SERVICIO DE REVISION Y MANTENIMIENTO DE LOS EQUIPOS DE DESFIBRILACION AUTOMATICO DE LOS QUE DISPONE EL SERVICIO DE PREVENCION EXTINCION DE INCENDIOS Y SALVAMENTO DEL AYUNTAMIENTO DE SEVILLA
2021/011439,2021-11-01,2021.0,11.0,es42,Castilla-La Mancha,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,147687.0,147687.0,147687.0,100.000 – 250.000 €,60.0,60 – 120 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,S DE MANTENIMIENTO CON RENOVACION TECNOLOGICA DE LOS ECOGRAFOS DE LA GERENCIA DE ATENCION INTEGRADA DE ALMANSA
2021/011863,2021-11-01,2021.0,11.0,es42,Castilla-La Mancha,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,93664.36,93664.36,187328.72,50.000 – 100.000 €,24.0,24 – 36 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,MANTENIMIENTO INTEGRAL A TODO RIESGO DEL EQUIPAMIENTO ENDOSCOPIA FLEXIBLE MARCA OLYMPUS
2021/012613,2021-11-01,2021.0,11.0,es42,Castilla-La Mancha,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,127900.0,127900.0,127900.0,100.000 – 250.000 €,36.0,36 – 60 meses,False,0,Adjudicado,Adjudicado,getinge,False,No licita,MTO RESPIRADORES GETINGE
2021/017336,2021-11-01,2021.0,11.0,es42,Castilla-La Mancha,Servicios,Autoridad regional,Servicio de Salud,Negociado sin publicidad,Negociado sin publicidad,Emergencia,91741.4,91741.4,91741.4,50.000 – 100.000 €,1.0,< 6 meses,False,0,Adjudicado,Adjudicado,siemens,False,No licita,MANTENIMIENTO DE EQUIPOS ELECTROMEDICOS SIEMENS DE ALTA TECNOLOGIA EN LOS CENTROS SANITARIOS DEL SESCAM
2021/A/ASC/0063,2021-11-01,2021.0,11.0,es24,Aragón,Servicios,Otras Entidades del Sector Público,Gerencia Sanitaria,Abierto,Abierto,Ordinaria,231647.4,231647.4,509624.28,100.000 – 250.000 €,24.0,24 – 36 meses,False,0,Adjudicado,Adjudicado,servytronix,False,No licita,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LOS EQUIPOS DE ELECTROMEDICINA DE LOS CENTROS ASISTENCIALES Y HOSPITALARIOS DE MAZ M C S S N 11 EN ZARAGOZA
2021/EA22/00001606E,2021-11-01,2021.0,11.0,es30,Comunidad de Madrid,Servicios,Autoridad estatal,Sanidad Militar,Abierto simplificado,Abierto simplificado,Ordinaria,59504.13,59504.13,59504.13,50.000 – 100.000 €,3.0,< 6 meses,False,0,Adjudicado,Adjudicado,veolia,False,,SERVICIO DE 24H DE LA CENTRAL TERMICA DE LA BASE AEREA DE TORREJON 01 12 2021 AL 28 02 2022
2021/ETSAE0906/00002699E,2021-11-01,2021.0,11.0,es22,Comunidad Foral de Navarra,Servicios,Autoridad estatal,Sanidad Militar,Derivado de acuerdo marco,Acuerdo marco,Ordinaria,85718.7,85718.7,85718.7,50.000 – 100.000 €,0.8541392904073587,< 6 meses,False,0,Adjudicado,Adjudicado,agenor,False,No licita,CD LOTE 2 AM MANTENIMIENTO Y GESTION INTEGRAL DE EQUIPOS SANITARIO DEL EJERCITO DE TIERRA ZONA GEOGRAFICA ANDALUCIA MURCIA COMUNIDAD VALENCIANA CANARIAS CATALUNA BALEARES CEUTA Y MELILLA
2021/ETSAE0906/00002701E,2021-11-01,2021.0,11.0,es22,Comunidad Foral de Navarra,Servicios,Autoridad estatal,Sanidad Militar,Derivado de acuerdo marco,Acuerdo marco,Ordinaria,61696.64,61696.64,61696.64,50.000 – 100.000 €,0.657030223390276,< 6 meses,False,0,Adjudicado,Adjudicado,agenor,False,No licita,CD LOTE 3 MANTENIMIENTO Y GESTION INTEGRAL DE EQUIPOS SANITARIOS DEL EJERCITO DE TIERRA ZONA GEOGRAFICA COMUNIDAD DE ARAGON LA RIOJA GALICIA PAIS VASCO Y ASTURIAS
2021/ETSAE0906/00002702E,2021-11-01,2021.0,11.0,es24,Aragón,Servicios,Autoridad estatal,Sanidad Militar,Derivado de acuerdo marco,Acuerdo marco,Ordinaria,35693.98,35693.98,35693.98,25.000 – 50.000 €,0.657030223390276,< 6 meses,False,0,Adjudicado,Adjudicado,grupo_gee,True,Licita,CD LOTE 4 AM MANTENIMIENTO Y GESTION INTEGRAL DE EQUIPOS SANITARIOS DEL EJERCITO DE TIERRA ZONA INTERNACIONAL DE OPERACIONES EN CURSO
2021/ETSAE0906/00002703E,2021-11-01,2021.0,11.0,es24,Aragón,Servicios,Autoridad estatal,Sanidad Militar,Derivado de acuerdo marco,Acuerdo marco,Ordinaria,26854.85,26854.85,26854.85,25.000 – 50.000 €,0.657030223390276,< 6 meses,False,0,Adjudicado,Adjudicado,grupo_gee,True,Licita,CD LOTE 5 AM MANTENIMIENTO Y GESTION INTEGRAL DE EQUIPOS SANITARIOS DEL EJERCITO DE TIERRA ZONA GEOGRAFICA COMUNIDAD CASTILLA LEON CASTILLA LA MANCHA EXTREMADURA
2021/ETSAE0906/00002728E,2021-11-01,2021.0,11.0,es24,Aragón,Servicios,Autoridad estatal,Sanidad Militar,Derivado de acuerdo marco,Acuerdo marco,Ordinaria,203258.98,203258.98,203258.98,100.000 – 250.000 €,0.9198423127463864,< 6 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,CD LOTE 1 AM MANTENIMIENTO Y GESTION INTEGRAL DE QUIPOS SANITARIOS DEL EJERCITO DE TIERRA ZONA GEOGRAFICA COMUNIDAD DE MADRID
2021/S00074,2021-11-01,2021.0,11.0,es41,Castilla y León,Servicios,Organismo de Derecho público,Universidad,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,69502.2,69502.2,69502.2,50.000 – 100.000 €,60.0,60 – 120 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO DE LOS EQUIPOS AGILENT TECHNOLOGIES DEL AREA DE CROMATOGRAFIA DEL LABORATORIO DE TECNICAS INSTRUMENTALES
2021/SP01400010/00000829,2021-11-01,2021.0,11.0,es30,Comunidad de Madrid,Servicios,Autoridad estatal,Sanidad Militar,Derivado de acuerdo marco,Acuerdo marco,Ordinaria,6748.72,6748.72,6748.72,< 10.000 €,5.0,< 6 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,DERIVADO DE PRORROGA 951 2020 DE AM 134 2019 MANTENIMIENTO EQUIPOS ALTA TECNOLOGIA LOTE 1 EQUIPOS DE ESPECTROSCOPIA ATOMICA Y OTROS PARA EL ITOXDEF
508/2021 TA2022HCD,2021-11-01,2021.0,11.0,es30,Comunidad de Madrid,Servicios,Autoridad estatal,Sanidad Militar,Derivado de acuerdo marco,Acuerdo marco,Ordinaria,35526.52,35526.52,42987.09,25.000 – 50.000 €,,,False,0,Adjudicado,Adjudicado,Otros,False,No licita,TA2022 MANTENIMIENTO INTEGRAL DE EQUIPOS DE DIAGNOSTICO POR IMAGEN RADIOLOGIA DERIVADO DEL ACUERDO MARCO 233 2020
51/E/21/SS/CO/N/0179,2021-11-01,2021.0,11.0,es70,Canarias,Servicios,Autoridad regional,Servicio de Salud,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,1325105.18,1325105.18,1325105.18,1 – 5 M€,48.0,36 – 60 meses,False,0,Adjudicado,Adjudicado,phillips,False,No licita,MANTENIMIENTO DE SISTEMAS DE RADIOLOGIA DIGITAL Y ULTRASONIDOS DE LA MARCA PHILIPS CON DESTINO A LA DIRECCION GERENCIA DEL HOSPITAL UNIVERSITARIO DE GRAN CANARIA DR NEGRIN
51/E/21/SS/CO/N/0205,2021-11-01,2021.0,11.0,es70,Canarias,Servicios,Autoridad regional,Servicio de Salud,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,1276286.08,1276286.08,2431786.0,1 – 5 M€,36.0,36 – 60 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO DE DIVERSO ACELERADORES LINEALES DE LA MARCA VARIAN
510/2021 TA2022HCD,2021-11-01,2021.0,11.0,es30,Comunidad de Madrid,Servicios,Autoridad estatal,Sanidad Militar,Derivado de acuerdo marco,Acuerdo marco,Ordinaria,50350.99,50350.99,60924.7,50.000 – 100.000 €,,,False,0,Adjudicado,Adjudicado,Otros,False,No licita,TA2022 MANTENIMIENTO DE EQUIPOS DE DIAGNOSTICO POR IMAGEN TROMP MEDICAL CARESTREAM DERIVADO DEL ACUERDO MARCO 305 2020
514/2021 TA2022HCD,2021-11-01,2021.0,11.0,es30,Comunidad de Madrid,Servicios,Autoridad estatal,Sanidad Militar,Derivado de acuerdo marco,Acuerdo marco,Ordinaria,313021.18,313021.18,313021.18,250.000 – 500.000 €,,,False,0,Adjudicado,Adjudicado,phillips,False,No licita,TA2022 MANTENIMIENTO EQUIPOS IMAGEN PHILIPS EN CEMILVET Y HCD DERIVADO DEL ACUERDO MARCO 220 2020
516/2021 TA2022HCD,2021-11-01,2021.0,11.0,es30,Comunidad de Madrid,Servicios,Autoridad estatal,Sanidad Militar,Derivado de acuerdo marco,Acuerdo marco,Ordinaria,43299.97,43299.97,52392.96,25.000 – 50.000 €,,,False,0,Adjudicado,Adjudicado,Otros,False,No licita,TA2022 MANTENIMIENTO DE EQUIPOS DIAGNOSTICO POR IMAGEN CANON MEDICAL DERIVADO DEL ACUERDO MARCO 277 2020
518/2021 TA2022HCD,2021-11-01,2021.0,11.0,es30,Comunidad de Madrid,Servicios,Autoridad estatal,Sanidad Militar,Derivado de acuerdo marco,Acuerdo marco,Ordinaria,67872.0,67872.0,82125.12,50.000 – 100.000 €,,,False,0,Adjudicado,Adjudicado,Otros,False,No licita,TA2022 MANTENIMIENTO DE EQUIPOS DE QUIROFANOS 7 Y 8 OLYMPUS DERIVADO DEL ACUERDO MARCO 262 2020 HCD
519/2021 TA2022,2021-11-01,2021.0,11.0,es30,Comunidad de Madrid,Servicios,Autoridad estatal,Sanidad Militar,Derivado de acuerdo marco,Acuerdo marco,Ordinaria,34110.74,34110.74,41274.0,25.000 – 50.000 €,,,False,0,Adjudicado,Adjudicado,Otros,False,No licita,TA2022 MANTENIMIENTO DE EQUIPOS DE ESTEREOTAXIA Y DENSITOMETRIA EMSOR DERIVADO DEL ACUERDO MARCO 260 2020 HCD
53/M/21/SS/GE/N/0065,2021-11-01,2021.0,11.0,es70,Canarias,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,4200.0,4200.0,8400.0,< 10.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO INTEGRAL SOPORTE Y ACTUALIZACION DE VERSION DEL SOFTWARE DE LOS SISTEMAS AUTOMATIZADOS DE GESTION ALMACENAMIENTO Y DISPENSACION DE FARMACOS KARDEX INSTALADOS EN EL HOSPITAL GENERAL DE FUERTEVENTURA
54/S/21/SS/GE/N/0039,2021-11-01,2021.0,11.0,es70,Canarias,Servicios,Autoridad regional,Hospital,Negociado sin publicidad,Negociado sin publicidad,Urgente,34073.8,34073.8,34073.8,25.000 – 50.000 €,0.4599211563731931,< 6 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE REPARACION DE LOS GRUPOS ELECTROGENOS N 1 2 Y 3 DEL ALA NORTE DEL HUIGC PERTENECIENTE AL COMPLEJO HOSPITALARIO UNIVERSITARIO INSULAR MATERNO INFANTIL DE GRAN CANARIA
55/E/21/SS/CO/A/0047,2021-11-01,2021.0,11.0,es70,Canarias,Servicios,Autoridad regional,Servicio de Salud,Abierto,Abierto,Ordinaria,3816134.05,3816134.05,6533340.0,1 – 5 M€,36.0,36 – 60 meses,False,0,Adjudicado,Adjudicado,grupo_gee,True,Licita,SERVICIO DE MANTENIMIENTO INTEGRAL DE LOS EQUIPOS DE ELECTROMEDICINA INSTALADOS EN EL COMPLEJO HOSPITALARIO UNIVERSITARIO NUESTRA SENORA DE CANDELARIA
55/E/21/SS/CO/N/0048,2021-11-01,2021.0,11.0,es70,Canarias,Servicios,Autoridad regional,Servicio de Salud,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,2658233.89,2658233.89,2658233.89,1 – 5 M€,48.0,36 – 60 meses,False,0,Adjudicado,Adjudicado,phillips,False,No licita,SERVICIO DE MANTENIMIENTO DE LOS EQUIPOS DE DIAGNOSTICO POR IMAGEN DE LA MARCA PHILIPS INSTALADOS EN EL HOSPITAL UNIVERSITARIO NTRA SRA DE CANDELARIA HOSPITAL DEL SUR Y CENTROS DE ATENCION ESPECIALIZADA DEPENDIENTES
845/2021,2021-11-01,2021.0,11.0,es52,Comunitat Valenciana,Servicios,Autoridad regional,Servicio de Salud,Negociado sin publicidad,Negociado sin publicidad,Emergencia,576108.0,576108.0,576108.0,500.000 – 1 M€,24.0,24 – 36 meses,False,0,Adjudicado,Adjudicado,drager,False,No licita,EMERGENCIA PARA LA CONTRATACION DEL SERVICIO DE MANTENIMIENTO DE EQUIPAMIENTO ELECTROMEDICO DEL DEPARTAMENTO DE SALUD DE TORREVIEJA
853/2021,2021-11-01,2021.0,11.0,es52,Comunitat Valenciana,Servicios,Autoridad regional,Servicio de Salud,Negociado sin publicidad,Negociado sin publicidad,Emergencia,279510.0,279510.0,279510.0,250.000 – 500.000 €,5.0,< 6 meses,False,0,Adjudicado,Adjudicado,siemens,False,No licita,EMERGENCIA PARA LA CONTRATACION DEL SERVICIO DE MANTENIMIENTO PREVENTIVO CORRECTIVO Y TECNICO LEGAL DE LOS EQUIPOS ALTA TECNOLOGIA DE LA MARCA SIEMENS DEL DEPARTAMENTO DE SALUD DE TORREVIEJA
CG-2021/2801/0062,2021-11-01,2021.0,11.0,Nacional,Nacional,Servicios,Otras Entidades del Sector Público,Mutua,Abierto,Abierto,Ordinaria,9990.0,9990.0,49950.0,< 10.000 €,12.0,12 – 24 meses,False,0,Desierto,Desierto,Otros,False,No licita,SERVICIO DE MANTENIMIENTO ANALIZADORES DE ORINA AUTION MICRO DE LOS CENTROS ASISTENCIALES DE IBERMUTUA
CG-2021/2801/0064,2021-11-01,2021.0,11.0,es30,Comunidad de Madrid,Servicios,Organismo de Derecho público bajo el control de una autoridad estatal,Mutua,Abierto,Abierto,Ordinaria,9520.0,9520.0,47600.0,< 10.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO DE LOS ANALIZADORES ISTAT 300 DE LOS CENTROS DE IBERMUTUA
CSE/01/1121056234/21/PNSP,2021-11-01,2021.0,11.0,es43,Extremadura,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,25440.0,25440.0,25440.0,25.000 – 50.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO DE EQUIPOS DE LABORATORIO AGILENT CROMATOGRAFO DE GASES ESPECTOFOTOMETRO Y MASAS DEL LABORATORIO DE SALUD PUBLICA DE BADAJOZ
CSE/01/1121059224/21/PNSP,2021-11-01,2021.0,11.0,es43,Extremadura,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,37311.09,37311.09,37311.09,25.000 – 50.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SEVICIO DE MANTENIMIENTO FLEXCHOICE 1 PM DE EQUIPOS CROMATOGRAFIA WATERS Y DETECTOR DE MASAS DEL LABORATORIO DE SALUD PUBLICA INSTALADOS EN EL HOSPITAL UNIVERSITARIO DE BADAJOZ
CSE/01/1121059229/21/PNSP,2021-11-01,2021.0,11.0,es43,Extremadura,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,61730.16,61730.16,61730.16,50.000 – 100.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,siemens,False,No licita,SERVICIO DE MANTENIMIENTO CON COBERTURA TOP DEL ANGIOGRAFO DIGITAL SIEMENS ARTIS ZEE BIPLANO SYSTEM SYNGO XWP DEL HOSPITAL UNIVERSITARIO DE BADAJOZ
CSE/01/1121059271/21/PNSP,2021-11-01,2021.0,11.0,es43,Extremadura,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,18700.0,18700.0,18700.0,10.000 – 25.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,siemens,False,No licita,SERVICIO DE MANTENIMIENTO DEL ARCO QUIRURGICO SIEMENS CIOS ALPHA CON COBERTURA TOP TUBO RX DETECTOR DEL HOSPITAL UNIVERSITARIO DE BADAJOZ
CSE/01/1121059546/21/PNSP,2021-11-01,2021.0,11.0,es43,Extremadura,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,20755.2,20755.2,20755.2,10.000 – 25.000 €,,,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO DE EQUIPOS DEL LABORATORIO DE INMUNOLOGIA DEL HUB
CSE/01/1121059733/21/PNSP,2021-11-01,2021.0,11.0,es43,Extremadura,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,23895.56,23895.56,23895.56,10.000 – 25.000 €,,,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO DE LOS EQUIPOS DEL SISTEMA DE PLANIFICACION Y SIMULACION VIRTUAL DE TRATAMIENTOS DE RADIOTERAPIA PCRT 3D 5 PUESTOS DE TRABAJO INSTALADOS EN EL HOSPITAL UNIVERSITARIO DE BADAJOZ
CSE/1200/1101022247/21/PAS,2021-11-01,2021.0,11.0,es62,Región de Murcia,Servicios,Organismo de Derecho público,Servicio de Salud,Abierto simplificado,Abierto simplificado,Ordinaria,78721.21,78721.21,118081.82,50.000 – 100.000 €,24.0,24 – 36 meses,False,0,Adjudicado,Adjudicado,agenor,False,,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO INTEGRAL DE EQUIPOS DE VENTILACION MECANICA Y ANESTESIA GE UBICADOS EN HUSMR
CSE/9999/1101011642/21/PN,2021-11-01,2021.0,11.0,es62,Región de Murcia,Servicios,Organismo de Derecho público,Servicio de Salud,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,431950.0,431950.0,863900.0,250.000 – 500.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO INTEGRAL DEL EQUIPAMIENTO DEL SERVICIO DE ONCOLOGIA RADIOTERAPICA DEL HOSPITAL GENERAL UNIVERSITARIO SANTA LUCIA DE CARTAGENA
EXP 2021-35,2021-11-01,2021.0,11.0,es52,Comunitat Valenciana,Servicios,Otras Entidades del Sector Público,Gerencia Sanitaria,Abierto,Abierto,Ordinaria,62656.0,62656.0,137843.2,50.000 – 100.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,eiffage,False,No licita,SERVICIO DE MANTENIMIENTO DE EQUIPOS ELECTROMEDICOS DE FISABIO OFTALMOLOGIA MEDICA
HIL/2021/02/0060,2021-11-01,2021.0,11.0,es52,Comunitat Valenciana,Servicios,Otras Entidades del Sector Público,Hospital,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,38269.75,38269.75,38269.75,25.000 – 50.000 €,24.0,24 – 36 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE ASISTENCIA Y MANTENIMIENTO PARA LOS EQUIPOS DE DISPENSACION INDIVIDUALIZADA DE MEDICAMENTOS PYXIS
PA-SE-76-2022,2021-11-01,2021.0,11.0,es52,Comunitat Valenciana,Servicios,Autoridad regional,Hospital,Abierto,Abierto,Ordinaria,88066.5,88066.5,391042.5,50.000 – 100.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,ge_healthcare,False,No licita,MANTENIMIENTO INTEGRAL DE LOS EQUIPOS DE DIAGNOSTICO POR IMAGEN TAC DE LA MARCA GENERAL ELECTRIC Y DEL SERVIDOR RED ADVANTAGE WINDOWS SERVER DEL CHGUV
PASS 588/2021,2021-11-01,2021.0,11.0,es52,Comunitat Valenciana,Servicios,Autoridad regional,Gerencia Sanitaria,Abierto simplificado,Abierto simplificado,Ordinaria,8820.0,8820.0,18520.0,< 10.000 €,24.0,24 – 36 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO INTEGRAL DE ALTA TECNOLOGIA DEL ARCO QUIRURGICO XISCAN 4400 DE LA MARCA FM CONTROL CON N DE SERIE 16 259 INSTALADO EN EL DEPARTAMENTO DE SALUD ALICANTE HOSPITAL GENERAL
PASS 850/2021,2021-11-01,2021.0,11.0,es52,Comunitat Valenciana,Servicios,Autoridad regional,Gerencia Sanitaria,Abierto simplificado,Abierto simplificado,Ordinaria,34248.0,34248.0,34248.0,25.000 – 50.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO INTEGRAL DE ALTA TECNOLOGIA DEL EQUIPO DE LITOTRICIA EXTRACORPOREA MARCA DORNIER MODELO DOLI S N SERIE 668 DEL DEPARTAMENTO DE SALUD DE ALICANTE HOSPITAL GENERAL
PNSP 16 HMS/2022,2021-11-01,2021.0,11.0,es24,Aragón,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,152760.3,152760.3,152760.3,100.000 – 250.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,siemens,False,No licita,SERVICIO DE MANTENIMIENTO INTEGRAL DEL ACELERADOR DE ELECTRONES MARCA SIEMENS EQUIPO 2014567
PNSP 18 HMS/2022,2021-11-01,2021.0,11.0,es24,Aragón,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,18399.86,18399.86,36799.72,10.000 – 25.000 €,24.0,24 – 36 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,MANTENIMIENTO INTEGRAL DE UN MAMOGRAFO EQUIPO 2021517 FUJIFILM
PNSP SERV 2/21,2021-11-01,2021.0,11.0,es24,Aragón,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,34000.0,34000.0,63400.0,25.000 – 50.000 €,24.0,24 – 36 meses,True,2,Adjudicado,Adjudicado,Otros,False,No licita,MAMOGRAFO FIJO C TOMOSINTESIS HOLOGIC SE
PNSP/2021/031/CND (Man),2021-11-01,2021.0,11.0,es52,Comunitat Valenciana,Servicios,Autoridad estatal,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,116700.0,116700.0,136150.0,100.000 – 250.000 €,36.0,36 – 60 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO INTEGRAL DEL BANCO DE CALIBRACION Y EQUIPAMIENTO DOSIMETRICO DEL LABORATORIO DE METROLOGIA DE RADIACIONES IONIZANTES DEL CENTRO NACIONAL DE DOSIMETRIA
SER-21-0374-ORG,2021-11-01,2021.0,11.0,es52,Comunitat Valenciana,Servicios,Otras Entidades del Sector Público,Gerencia Sanitaria,Abierto,Abierto,Ordinaria,33417.0,33417.0,55695.0,25.000 – 50.000 €,36.0,36 – 60 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE DOSIMETRIA PERSONAL PARA PROFESIONALES SANITARIOS QUE TRABAJEN EN LAS INSTALACIONES DE RX Y SERVICIOS DE ASESORIA Y FORMACION EN GESTION DOSIMETRICA
