Número de expediente,fecha_publicacion,anio_publicacion,mes_publicacion,ambito_geografico,comunidad_autonoma,Tipo de contrato,Tipo de Administración,tipo_organo,Tipo de procedimiento,procedimiento_agrupado,Tramitación,presupuesto_expediente,Presupuesto base sin impuestos oportunidad,Valor estimado del contrato,tramo_presupuesto,duracion_meses,tramo_duracion,tiene_lotes,numero_lotes_dashboard,Resultado licitación/lote,resultado_agrupado,ganador_grupo,gano_gee,decision_licitacion,objeto_normalizado
HSLL039/2019,2019-01-01,2019.0,1.0,es53,Illes Balears,Servicios,Autoridad regional,Servicio de Salud,Abierto,Abierto,Ordinaria,61091.74,61091.74,122183.48,50.000 – 100.000 €,24.0,24 – 36 meses,False,0,Adjudicado,Adjudicado,agenor,False,,MANTENIMIENTO DEL EQUIPAMIENTO MARCA DRAGER DEL HOSPITAL UNIVERSITARIO SON LLATZER
HSLL043/2019,2019-01-01,2019.0,1.0,es53,Illes Balears,Servicios,Autoridad regional,Servicio de Salud,Abierto,Abierto,Ordinaria,135827.6,135827.6,135827.6,100.000 – 250.000 €,12.0,12 – 24 meses,False,0,Licitación en proceso,En proceso,Otros,False,,MANTENIMIENTO INTEGRAL EQUIPAMIENTO MARCA SIEMENS DEL SERVICIO DE RADIOLOGIA
N201802006,2019-01-01,2019.0,1.0,es51,Cataluña,Servicios,Otras Entidades del Sector Público,Mutua,Abierto,Abierto,Ordinaria,7000.0,7000.0,14000.0,< 10.000 €,24.0,24 – 36 meses,False,0,Desierto,Desierto,Otros,False,No licita,SERVICIO DE REPARACION DE INSTRUMENTAL QUIRURGICO PARA CLINICAS MC MUTUAL EN BARCELONA
P.A. 2018-13-GME,2019-01-01,2019.0,1.0,es64,Melilla,Servicios,Autoridad estatal,Gerencia Sanitaria,Abierto,Abierto,Ordinaria,78000.0,78000.0,556325.08,50.000 – 100.000 €,36.0,36 – 60 meses,True,3,Adjudicado,Adjudicado,Otros,False,No licita,MAMOGRAFO
PIC2019_24071,2019-01-01,2019.0,1.0,Nacional,Nacional,Servicios,Otras Entidades del Sector Público,Gerencia Sanitaria,Abierto,Abierto,Ordinaria,269208.0,269208.0,538416.0,250.000 – 500.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,CONTRATACION DEL SERVICIO DE MANTENIMIENTO INTEGRAL DE LOS EQUIPOS DE RADIOGRAFIA COMPUTARIZADA CR UBICADOS EN DIVERSOS CENTROS ASISTENCIALES DE FRATERNIDAD MUPRESPA
SSCC PA 269/18,2019-01-01,2019.0,1.0,es53,Illes Balears,Servicios,Autoridad regional,Servicio de Salud,Abierto,Abierto,Ordinaria,3498130.44,3498130.44,10495619.79,1 – 5 M€,48.0,36 – 60 meses,True,3,Adjudicado,Adjudicado,ge_healthcare,False,Licita,EQUIPAMIENTO DE SOPORTE VITAL
06/19,2019-02-01,2019.0,2.0,es52,Comunitat Valenciana,Servicios,Autoridad regional,Hospital,Abierto,Abierto,Ordinaria,67500.0,67500.0,135000.0,50.000 – 100.000 €,24.0,24 – 36 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO INTEGRAL DE LOS EQUIPOS DE DOSIMETRIA FISICA PTW DEL CONSORCIO HOSPITALARIO PROVINCIAL DE CASTELLON
12/2019,2019-02-01,2019.0,2.0,es52,Comunitat Valenciana,Servicios,Autoridad regional,Gerencia Sanitaria,Abierto,Abierto,Ordinaria,47441.67,47441.67,100841.67,25.000 – 50.000 €,,,False,0,Adjudicado,Adjudicado,Otros,False,No licita,MANTENIMIENTO INTEGRAL DE LOS EQUIPOS DE ELECTROMEDICINA DE RX TELEMANDO CLISIS MECALL ARCO QUIRURGICO SYMBOL 5R13 MEDICAL MERATE ORTOPANTOMOGRAFO ORTHORALIX 9200 GENDEX DEL DEPARTAMENTO DE SALUD DE VALENCIA CLINICO MALVARROSA
19-001167,2019-02-01,2019.0,2.0,es42,Castilla-La Mancha,Servicios,Otras Entidades del Sector Público,Mutua,Abierto simplificado,Abierto simplificado,Ordinaria,77767.93,77767.93,77767.93,50.000 – 100.000 €,48.0,36 – 60 meses,False,0,Adjudicado,Adjudicado,Otros,False,,SERVICIO DE MANTENIMIENTO PARA LOS EQUIPOS DE RX EXISTENTES EN LOS DISTINTOS CENTROS DE SOLIMAT
2018/C1/ASC/0096,2019-02-01,2019.0,2.0,es24,Aragón,Servicios,Otras Entidades del Sector Público,Mutua,Abierto simplificado,Abierto simplificado,Ordinaria,14500.0,14500.0,59450.0,10.000 – 25.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DEL EQUIPO DE ONDAS DE CHOQUE DORNIER DEL HOSPITAL MAZ DE ZARAGOZA
201800000192,2019-02-01,2019.0,2.0,es30,Comunidad de Madrid,Servicios,Organismo de Derecho público,Otros,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,8200.0,8200.0,,< 10.000 €,24.0,24 – 36 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO DEL ANALIZADOR DE GASES RESPIRATORIO OXYCON PRO JAEGER DEL CENTRO DE MEDICINA DEL DEPORTE DEL DEPARTAMENTO DE DEPORTE Y SALUD DE LA AGENCIA ESPANOLA DE PROTECCION DE LA SALUD EN EL DEPORTE
2019-006,2019-02-01,2019.0,2.0,es61,Andalucía,Servicios,Autoridad estatal,Empresa Pública,Abierto,Abierto,Ordinaria,78080.4,78080.4,130134.0,50.000 – 100.000 €,36.0,36 – 60 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,MANTENIMIENTO DE LOS SISTEMAS DE DETECCION PARA DAR CUMPLIMIENTO AL CODIGO ISPS EN LA A P B A
2020007636,2019-02-01,2019.0,2.0,es41,Castilla y León,Servicios,Autoridad regional,Gerencia Sanitaria,Abierto,Abierto,Ordinaria,165975.22,165975.22,497925.66,100.000 – 250.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,phillips,False,,SERVICIO DE MANTENIMIENTO DE LOS EQUIPOS DE RADIODIAGNOSTICO DE LA MARCA PHILIPS DEL COMPLEJO ASISTENCIAL DE SEGOVIA
2020008157 (PA 099/2018),2019-02-01,2019.0,2.0,es41,Castilla y León,Servicios,Autoridad regional,Gerencia Sanitaria,Abierto,Abierto,Ordinaria,188864.0,188864.0,1764039.2,100.000 – 250.000 €,24.0,24 – 36 meses,True,5,Adjudicado,Adjudicado,phillips,False,No licita,EQUIPOS DE RESONANCIA
2020008182,2019-02-01,2019.0,2.0,es41,Castilla y León,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,33898.68,33898.68,135594.72,25.000 – 50.000 €,6.0,6 – 12 meses,False,0,Adjudicado,Adjudicado,phillips,False,No licita,SERVICIO DE MANTENIMIENTO DE LA RESONANCIA MAGNETICA MARCA PHILIPS DEL COMPLEJO ASISTENCIAL UNIVERSITARIO DE PALENCIA HOSPITAL RIO CARRION DE PALENCIA
2020008552,2019-02-01,2019.0,2.0,es41,Castilla y León,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,35242.08,35242.08,52863.12,25.000 – 50.000 €,24.0,24 – 36 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,CONTRATO DE SERVICIO DE MANTENIMIENTO DE EQUIPOS RAYOS DRX MARCA CARESTREAM
245/2018,2019-02-01,2019.0,2.0,es52,Comunitat Valenciana,Servicios,Autoridad regional,Gerencia Sanitaria,Abierto,Abierto,Ordinaria,183000.0,183000.0,305000.0,100.000 – 250.000 €,2.0,< 6 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO DE TRES SALAS DE RX CON EQUIPOS TECNOLOGIA DR HOSPITAL DE LA PLANA
55/E/18/SS/GE/N/0089,2019-02-01,2019.0,2.0,es70,Canarias,Servicios,Autoridad regional,Hospital,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,78897.46,78897.46,78897.46,50.000 – 100.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,ge_healthcare,False,No licita,SERVICIO DE MANTENIMIENTO DE LA RESONANCIA MAGNETICA DE LA MARCA GENERAL ELECTRIC INSTALADA EN EL HOSPITAL UNIVERSITARIO NTRA SRA DE CANDELARIA
56/E/19/SS/GE/ASS/0006,2019-02-01,2019.0,2.0,es70,Canarias,Servicios,Autoridad regional,Gerencia Sanitaria,Abierto simplificado,Abierto simplificado,Ordinaria,34000.0,34000.0,34000.0,25.000 – 50.000 €,5.0,< 6 meses,False,0,Adjudicado,Adjudicado,agenor,False,,SERVICIO DE MANTENIMIENTO PREVENTIVO TECNICO LEGAL Y CORRECTIVO DE LOS EQUIPOS ELECTROMEDICOS INSTALADOS EN LOS CENTROS DEPENDIENTES DE LA GERENCIA DE LOS SERVICIOS SANITARIOS DEL AREA DE SALUD DE LA PALMA
CSE/01/1118063938/18/PNSP,2019-02-01,2019.0,2.0,es43,Extremadura,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,72050.0,72050.0,72050.0,50.000 – 100.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,ge_healthcare,False,No licita,MANTENIMIENTO DE LA SALA DE RESONANCIA MAGETICA GENERAL ELECTRIC MOD SIGNA ECHOSPEED HD23 1 2T DEL SERVICIO DE RADIODIAGNOSTIVO DEL HOSPITAL UNIVERSITARIO DE BADAJOZ
CSE/01/1118069503/18/PNSP,2019-02-01,2019.0,2.0,es43,Extremadura,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,23063.0,23063.0,23063.0,10.000 – 25.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,MANTENIMIENTO DE LOS EQUIPOS DEL SISTEMA DE PLANIFICACION RADIOTERAPICA PCRT 3D 5 PUESTOS DE TRABAJO INSTALADOS EN EL HOSPITAL UNIVERSITARIO DE BADAJOZ
CSE/01/1118069571/18/PNSP,2019-02-01,2019.0,2.0,es43,Extremadura,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,27829.92,27829.92,22999.93,25.000 – 50.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,MANTENIMIENTO DEL MAMOGRAFO GIOTTO DEL HOSPITAL MATERNO INFANTIL DEL AREA DE SALUD DE BADAJOZ
CSE/01/1118073246/18/PNSP,2019-02-01,2019.0,2.0,es43,Extremadura,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,103320.0,103320.0,103320.0,100.000 – 250.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,phillips,False,No licita,MANTENIMIENTO DE RESONANCIAS MAGNETICAS PHILIPS DEL AREA DE SALUD DE BADAJOZ
CSE/01/1118073291/18/PNSP,2019-02-01,2019.0,2.0,es43,Extremadura,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,16051.57,16051.57,16051.47,10.000 – 25.000 €,144.0,> 120 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE SOPORTE TECNICO Y MANTENIMIENTO DE LA APLICACION ENDOBASE Y LA COBERTURA DE 16 ESTACIONES DE TRABAJO DE LOS SERVICIOS DE DIGESTIVO OTORRINO Y BRONCOSCOPIA
CSE/01/1118073292/18/PNSP,2019-02-01,2019.0,2.0,es43,Extremadura,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,36500.0,36500.0,36500.0,25.000 – 50.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO INTEGRAL DE LOS EQUIPOS DE DIALISIS BAXTER DEL AREA DE SALUD DE BADAJOZ
HSLL048/2018 PRÓRROGA,2019-02-01,2019.0,2.0,es53,Illes Balears,Servicios,Autoridad regional,Servicio de Salud,Restringido,Restringido,Ordinaria,49586.78,49586.78,49586.78,25.000 – 50.000 €,,,False,0,Adjudicado,Adjudicado,Otros,False,No licita,PRORROGA SERVICIO DE MANTENIMIENTO DE LOS ENDOSCOPIOS OLYMPUS DEL HOSPITAL UNIVERSITARIO SON LLATZER
HUSE 16/18 PR,2019-02-01,2019.0,2.0,es53,Illes Balears,Servicios,Autoridad regional,Servicio de Salud,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,344145.62,344145.62,344145.62,250.000 – 500.000 €,,,False,0,Adjudicado,Adjudicado,ge_healthcare,False,No licita,PRORROGA EXTRAORDINARIA SERVICIO MANTENIMIENTO INTEGRAL Y ASISTENCIA TECNICA DEL EQUIPAMIENTO DE TOMOGRAFIA AXIAL COMPUTARIZADA Y RESONANCIA MAGNETICA DEL HUSE
HUSE 28/18 PR,2019-02-01,2019.0,2.0,es53,Illes Balears,Servicios,Autoridad regional,Servicio de Salud,Abierto,Abierto,Ordinaria,232270.37,232270.37,232270.37,100.000 – 250.000 €,5.683311432325887,< 6 meses,False,0,Adjudicado,Adjudicado,ge_healthcare,False,No licita,PRORROGA EXTRAORDINARIA SERVICIO MANTENIMIENTO INTEGRAL Y ASISTENCIA TECNICA DEL EQUIPAMIENTO DE MEDICINA NUCLEAR Y ULTRASONIDOS DEL HUSE
PA. 132/2019 TU.,2019-02-01,2019.0,2.0,es52,Comunitat Valenciana,Servicios,Autoridad regional,Gerencia Sanitaria,Abierto,Abierto,Urgente,222000.0,222000.0,277500.0,100.000 – 250.000 €,48.0,36 – 60 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO INTEGRAL DE MANTENIMIENTO DE DOS MAMOGRAFOS DIGITALES MARCA HOLOGIC RESPETUOSO CON EL MEDIO AMBIENTE DEL HOSPITAL GENERAL UNIVERSITARIO DE ELDA
SSCC PA 390/18,2019-02-01,2019.0,2.0,es53,Illes Balears,Servicios,Autoridad regional,Servicio de Salud,Abierto,Abierto,Ordinaria,4830.0,4830.0,172689.51,< 10.000 €,36.0,36 – 60 meses,True,8,Desierto,Desierto,Otros,False,No licita,MANTENIMIENTO PREVENTIVO DEL EQUIPO DE IMAGEN ODYSSEY
(A02018561)-4/PA/19,2019-03-01,2019.0,3.0,es24,Aragón,Servicios,Autoridad regional,Gerencia Sanitaria,Abierto,Abierto,Ordinaria,20000.0,20000.0,20000.0,10.000 – 25.000 €,8.0,6 – 12 meses,False,0,Adjudicado,Adjudicado,grupo_gee,True,Licita,RESULTADO DE ACTO PUBLICO DE MANTENIMIENTO DE LOS EQUIPOS DE ANESTESIA Y OTROS EQUIPOS DE ELECTROMEDICINA DEL HOSPITAL ERNEST LLUCH Y DE LOS CENTROS DE SALUD DEL SECTOR DE CALATAYUD
030/16-11,2019-03-01,2019.0,3.0,es61,Andalucía,Servicios,Otras Entidades del Sector Público,Administración Pública,Abierto simplificado,Abierto simplificado,Ordinaria,8405.7,8405.7,8405.7,< 10.000 €,48.0,36 – 60 meses,False,0,Adjudicado,Adjudicado,Otros,False,,SERVICIO DE MANTENIMIENTO DE OCHO EQUIPOS DE DESFIBRILACION SEMI AUTOMATICA PRESENTES EN LAS INSTALACIONES DE EMASESA
171/2019,2019-03-01,2019.0,3.0,es52,Comunitat Valenciana,Servicios,Autoridad regional,Gerencia Sanitaria,Abierto,Abierto,Ordinaria,145886.89,145886.89,291773.8,100.000 – 250.000 €,24.0,24 – 36 meses,False,0,Adjudicado,Adjudicado,Otros,False,,SERVICIO DE MANTENIMIENTO TAC TOSHIBA AQUILION HOSPITAL DE LA PLANA
2018/000668,2019-03-01,2019.0,3.0,es42,Castilla-La Mancha,Servicios,Autoridad regional,Gerencia Sanitaria,Abierto,Abierto,Ordinaria,856405.74,856405.74,1512983.47,500.000 – 1 M€,36.0,36 – 60 meses,False,0,Adjudicado,Adjudicado,grupo_gee,True,Licita,SERVICIO DE MANTENIMIENTO DE EQUIPOS DE ELECTROMEDICINA DE LA GAI TALAVERA 61035100TO18SER00003
2018/SP01491010/00000541,2019-03-01,2019.0,3.0,es30,Comunidad de Madrid,Servicios,Autoridad estatal,Sanidad Militar,Abierto,Abierto,Ordinaria,0.0,0.0,826446.28,< 10.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,Otros,False,,MANTENIMIENTO DE EQUIPOS DE PRODUCCION FARMACEUTICA Y EQUIPOS AUXILIARES Y DE ANALISIS Y DE CONTROL DE CALIDAD EN EL CEMILFARDEF
2019-SES-003,2019-03-01,2019.0,3.0,es53,Illes Balears,Servicios,Otras Entidades del Sector Público,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Urgente,19712.69,19712.69,,10.000 – 25.000 €,1.0,< 6 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,REPARACION DE LA RESONANCIA MAGNETICA HITACHI
2019/001328,2019-03-01,2019.0,3.0,es42,Castilla-La Mancha,Servicios,Autoridad regional,Gerencia Sanitaria,Abierto simplificado,Abierto simplificado,Ordinaria,30680.09,30680.09,30680.09,25.000 – 50.000 €,24.0,24 – 36 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,MANTENIMIENTO INTEGRAL A TODO RIESGO DEL EQUIPO DE RADIOTERAPIA SUPERFICIAL MODELO GULMAY D3150 INSTALADO EN EL HOSPITAL GENERAL UNIVERSIARIO DE CIUDAD REAL 61032000CR19SER00010
2019/001916,2019-03-01,2019.0,3.0,es42,Castilla-La Mancha,Servicios,Autoridad regional,Gerencia Sanitaria,Abierto simplificado,Abierto simplificado,Ordinaria,14720.0,14720.0,22080.0,10.000 – 25.000 €,24.0,24 – 36 meses,False,0,Adjudicado,Adjudicado,althea,False,No licita,MANTENIMIENTO INTEGRAL DE UN EQUIPO DE RX ARCO QUIRURGICO INSTALADO EN EL HOSPITAL GENERAL UNIVERSITARIO DE CIUDAD REAL 61032000CR19SER00012
2019/213/00003,2019-03-01,2019.0,3.0,es30,Comunidad de Madrid,Servicios,Autoridad estatal,Servicio de Salud,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,19971.6,19971.6,19971.6,10.000 – 25.000 €,24.0,24 – 36 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO TOTAL PREVENTIVO Y CORRECTIVO DE LOS ACL ELITE PRO INSTALADOS EN LOS LABORATORIOS DE LA AEMPS
2020008213,2019-03-01,2019.0,3.0,es41,Castilla y León,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,35723.11,35723.11,71446.22,25.000 – 50.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,ge_healthcare,False,No licita,SERVICIO DE MANTENIMIENTO DE LOS ECOGRAFOS MARCA GENERAL ELECTRIC DEL COMPLEJO ASISTENCIAL UNIVERSITARIO DE PALENCIA
2020008218,2019-03-01,2019.0,3.0,es41,Castilla y León,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,15500.0,15500.0,31000.0,10.000 – 25.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO DE LA PLANTA DE DIALISIS UBICADA EN EL SERVICIO DE NEFROLOGIA DEL COMPLEJO ASISTENCIAL UNIVERSITARIO DE PALENCIA
2020008391,2019-03-01,2019.0,3.0,es41,Castilla y León,Servicios,Autoridad regional,Hospital,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,99200.0,99200.0,148800.0,50.000 – 100.000 €,24.0,24 – 36 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO PREVENTIVO CORRECTIVO Y TECNICO LEGAL DE UN TAC AQUILION LB UBICADO EN EL HOSPITAL CLINICO UNIVERSITARIO DE VALLADOLID
245/2019,2019-03-01,2019.0,3.0,es52,Comunitat Valenciana,Servicios,Autoridad local,Administración Pública,Abierto,Abierto,Ordinaria,36000.0,36000.0,,25.000 – 50.000 €,36.0,36 – 60 meses,False,0,Adjudicado,Adjudicado,Otros,False,,SERVICIO DE MANTENIMIENTO DE 201 DESFIBRILADORES EXTERNOS SEMIAUTOMATICOS MODELO ZOLL AED PLUS
4/2019,2019-03-01,2019.0,3.0,es52,Comunitat Valenciana,Servicios,Otras Entidades del Sector Público,Hospital,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,17007.0,17007.0,17007.0,10.000 – 25.000 €,,,False,0,Desierto,Desierto,Otros,False,No licita,SERVICIO DE MANTENIMIENTO DE EQUIPO DE SECUENCIACION NGS NEXTSEQ500
49/2019,2019-03-01,2019.0,3.0,es52,Comunitat Valenciana,Servicios,Autoridad regional,Gerencia Sanitaria,Abierto,Abierto,Ordinaria,204700.0,204700.0,516779.79,100.000 – 250.000 €,24.0,24 – 36 meses,True,2,Adjudicado,Adjudicado,phillips,False,No licita,RESONANCIA MAGNETICA PHILIPS INGENIA 1 5 T
55/T/18/SS/GE/A/0038,2019-03-01,2019.0,3.0,es70,Canarias,Servicios,Autoridad regional,Hospital,Abierto simplificado,Abierto simplificado,Ordinaria,67600.0,67600.0,67600.0,50.000 – 100.000 €,12.0,12 – 24 meses,False,0,Desierto,Desierto,Otros,False,No licita,CONTRATO DE SERVICIO DE SOPORTE Y MANTENIMIENTO DE ARMARIOS DE DISPENSACION DE DOSIS UNITARIAS PIXYS KARDEX INSTALADOS EN VARIOS SERVICIOS DEL HOSPITAL UNIVERSITARIO NTRA SRA DE CANDELARIA
CSE/01/1118069226/18/PNSP,2019-03-01,2019.0,3.0,es43,Extremadura,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,61730.16,61730.16,61730.16,50.000 – 100.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,siemens,False,No licita,MANTENIMIENTO CON COBERTURA TOP DEL ANGRIOGRAFO DIGITAL SIEMENS ARTIS ZEE BIPLANO DEL HOSPITAL UNIVERSITARIO DE BADAJOZ
CSE/01/1118069453/18/PNSP,2019-03-01,2019.0,3.0,es43,Extremadura,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,33671.49,33671.49,33671.49,25.000 – 50.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,MANTENIMIENTO DE EQUIPOS DE CROMATOGRAFIA WATERS Y DETECTOR DE MASAS DEL LABORATORIO DE SALUD PUBLICA
CSE/01/1119008061/19/PNSP,2019-03-01,2019.0,3.0,es43,Extremadura,Servicios,Autoridad regional,Gerencia Sanitaria,Abierto,Abierto,Ordinaria,22392.0,22392.0,22392.0,10.000 – 25.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO INTEGRAL DEL EQUIPO DE CROMATOGRAFO DE GASES ESPECTOFOTOMETRO Y MASAS DEL LABORATORIO DE SALUD PUBLICA DE BADAJOZ
CSE/01/1119017223/19/PASA,2019-03-01,2019.0,3.0,es43,Extremadura,Servicios,Autoridad regional,Gerencia Sanitaria,Abierto simplificado,Abierto simplificado,Ordinaria,15600.0,15600.0,15600.0,10.000 – 25.000 €,9.0,6 – 12 meses,False,0,Desierto,Desierto,Otros,False,No licita,MANTENIMIENTO DE EQUIPOS DE RADIOLOGIA TOSHIBA DEL AREA DE SALUD DE BADAJOZ
CSE/02/1119016500/19/PAS,2019-03-01,2019.0,3.0,es43,Extremadura,Servicios,Autoridad regional,Gerencia Sanitaria,Abierto simplificado,Abierto simplificado,Ordinaria,60700.0,60700.0,60700.0,50.000 – 100.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO DE EQUIPOS DE ENDOSCOPIA MARCA SONOSCAPE INSTALADOS EN EL HOSPITAL DE MERIDA Y HOSPITAL TIERRA DE BARROS DEPENDIENTES DEL AREA DE SALUD DE MERIDA
HCICA 03/18 - ICASE 2018/24023,2019-03-01,2019.0,3.0,es53,Illes Balears,Servicios,Autoridad regional,Servicio de Salud,Abierto,Abierto,Ordinaria,157139.01,157139.01,157139.01,100.000 – 250.000 €,24.0,24 – 36 meses,False,0,Adjudicado,Adjudicado,grupo_gee,True,Licita,MANTENIMIENTO DE LOS EQUIPOS DE ELECTROMEDICINA
HSLL093/2019,2019-03-01,2019.0,3.0,es53,Illes Balears,Servicios,Autoridad regional,Servicio de Salud,Abierto,Abierto,Ordinaria,294228.58,294228.58,294228.58,250.000 – 500.000 €,48.0,36 – 60 meses,False,0,Adjudicado,Adjudicado,phillips,False,No licita,MANTENIMIENTO DEL EQUIPAMIENTO MARCA PHILIPS DEL SERVICIO DE RADIOLOGIA DEL HOSPITAL UNIVERSITARIO SON LLATZER
HUSE 29/18 PR,2019-03-01,2019.0,3.0,es53,Illes Balears,Servicios,Autoridad regional,Servicio de Salud,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,258286.67,258286.67,258286.67,250.000 – 500.000 €,5.683311432325887,< 6 meses,False,0,Adjudicado,Adjudicado,ge_healthcare,False,No licita,PRORROGA EXTRAORDINARIA SERVICIO MANTENIMIENTO INTEGRAL Y ASISTENCIA TECNICA DEL EQUIPAMIENTO DE RADIOLOGIA E INTERVENCIONISMO DEL HUSE
HUSE 32/18 PR,2019-03-01,2019.0,3.0,es53,Illes Balears,Servicios,Autoridad regional,Servicio de Salud,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,192829.27,192829.27,192829.27,100.000 – 250.000 €,5.7490144546649145,< 6 meses,False,0,Adjudicado,Adjudicado,grupo_gee,True,Licita,PRORROGA EXTRAORDINARIA SERVICIO MANTENIMIENTO INTEGRAL Y ASISTENCIA TECNICA DEL EQUIPAMIENTO DEL AREA QUIRURGICA DEL HOSPITAL UNIVERSITARIO SON ESPASES
HUSE 35/18 PR,2019-03-01,2019.0,3.0,es53,Illes Balears,Servicios,Autoridad regional,Servicio de Salud,Abierto,Abierto,Ordinaria,214753.29,214753.29,,100.000 – 250.000 €,4.50065703022339,< 6 meses,False,0,Adjudicado,Adjudicado,ge_healthcare,False,No licita,PRORROGA EXTRAORDINARIA SERVICIO MANTENIMIENTO INTEGRAL Y ASISTENCIA TECNICA DEL EQUIPAMIENTO DE ALTA TECNOLOGIA DE SOPORTE VITAL DEL HOSPITAL UNIVERSITARIO SON ESPASES
HUSE 40/18 PR,2019-03-01,2019.0,3.0,es53,Illes Balears,Servicios,Autoridad regional,Servicio de Salud,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,107911.08,107911.08,107911.08,100.000 – 250.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,PRORROGA CONTRATO MANTENIMIENTO SISTEMA AUTOMATIZADO GESTION ALMACEN FARMACIA
HUSE 45/18 PR,2019-03-01,2019.0,3.0,es53,Illes Balears,Servicios,Autoridad regional,Servicio de Salud,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,115125.0,115125.0,115125.0,100.000 – 250.000 €,9.0,6 – 12 meses,False,0,Adjudicado,Adjudicado,getinge,False,No licita,PRORROGA EXTRAORDINARIA CONTRATO SERVICIO DE MANTENIMIENTO INTEGRAL Y ASISTENCIA TECNICA DEL EQUIPAMIENTO DEL AREA DE CUIDADOS CRITICOS Y ESPECIALES DEL HUSE
